Match,T1P1 vs T2P6 runs,T1P1 vs T2P6 balls,T1P1 vs T2P6 wickets,T1P1 vs T2P7 runs,T1P1 vs T2P7 balls,T1P1 vs T2P7 wickets,T1P1 vs T2P8 runs,T1P1 vs T2P8 balls,T1P1 vs T2P8 wickets,T1P1 vs T2P9 runs,T1P1 vs T2P9 balls,T1P1 vs T2P9 wickets,T1P1 vs T2P10 runs,T1P1 vs T2P10 balls,T1P1 vs T2P10 wickets,T1P1 vs T2P11 runs,T1P1 vs T2P11 balls,T1P1 vs T2P11 wickets,T1P2 vs T2P6 runs,T1P2 vs T2P6 balls,T1P2 vs T2P6 wickets,T1P2 vs T2P7 runs,T1P2 vs T2P7 balls,T1P2 vs T2P7 wickets,T1P2 vs T2P8 runs,T1P2 vs T2P8 balls,T1P2 vs T2P8 wickets,T1P2 vs T2P9 runs,T1P2 vs T2P9 balls,T1P2 vs T2P9 wickets,T1P2 vs T2P10 runs,T1P2 vs T2P10 balls,T1P2 vs T2P10 wickets,T1P2 vs T2P11 runs,T1P2 vs T2P11 balls,T1P2 vs T2P11 wickets,T1P3 vs T2P6 runs,T1P3 vs T2P6 balls,T1P3 vs T2P6 wickets,T1P3 vs T2P7 runs,T1P3 vs T2P7 balls,T1P3 vs T2P7 wickets,T1P3 vs T2P8 runs,T1P3 vs T2P8 balls,T1P3 vs T2P8 wickets,T1P3 vs T2P9 runs,T1P3 vs T2P9 balls,T1P3 vs T2P9 wickets,T1P3 vs T2P10 runs,T1P3 vs T2P10 balls,T1P3 vs T2P10 wickets,T1P3 vs T2P11 runs,T1P3 vs T2P11 balls,T1P3 vs T2P11 wickets,T1P4 vs T2P6 runs,T1P4 vs T2P6 balls,T1P4 vs T2P6 wickets,T1P4 vs T2P7 runs,T1P4 vs T2P7 balls,T1P4 vs T2P7 wickets,T1P4 vs T2P8 runs,T1P4 vs T2P8 balls,T1P4 vs T2P8 wickets,T1P4 vs T2P9 runs,T1P4 vs T2P9 balls,T1P4 vs T2P9 wickets,T1P4 vs T2P10 runs,T1P4 vs T2P10 balls,T1P4 vs T2P10 wickets,T1P4 vs T2P11 runs,T1P4 vs T2P11 balls,T1P4 vs T2P11 wickets,T1P5 vs T2P6 runs,T1P5 vs T2P6 balls,T1P5 vs T2P6 wickets,T1P5 vs T2P7 runs,T1P5 vs T2P7 balls,T1P5 vs T2P7 wickets,T1P5 vs T2P8 runs,T1P5 vs T2P8 balls,T1P5 vs T2P8 wickets,T1P5 vs T2P9 runs,T1P5 vs T2P9 balls,T1P5 vs T2P9 wickets,T1P5 vs T2P10 runs,T1P5 vs T2P10 balls,T1P5 vs T2P10 wickets,T1P5 vs T2P11 runs,T1P5 vs T2P11 balls,T1P5 vs T2P11 wickets,T1P6 vs T2P6 runs,T1P6 vs T2P6 balls,T1P6 vs T2P6 wickets,T1P6 vs T2P7 runs,T1P6 vs T2P7 balls,T1P6 vs T2P7 wickets,T1P6 vs T2P8 runs,T1P6 vs T2P8 balls,T1P6 vs T2P8 wickets,T1P6 vs T2P9 runs,T1P6 vs T2P9 balls,T1P6 vs T2P9 wickets,T1P6 vs T2P10 runs,T1P6 vs T2P10 balls,T1P6 vs T2P10 wickets,T1P6 vs T2P11 runs,T1P6 vs T2P11 balls,T1P6 vs T2P11 wickets,T1P7 vs T2P6 runs,T1P7 vs T2P6 balls,T1P7 vs T2P6 wickets,T1P7 vs T2P7 runs,T1P7 vs T2P7 balls,T1P7 vs T2P7 wickets,T1P7 vs T2P8 runs,T1P7 vs T2P8 balls,T1P7 vs T2P8 wickets,T1P7 vs T2P9 runs,T1P7 vs T2P9 balls,T1P7 vs T2P9 wickets,T1P7 vs T2P10 runs,T1P7 vs T2P10 balls,T1P7 vs T2P10 wickets,T1P7 vs T2P11 runs,T1P7 vs T2P11 balls,T1P7 vs T2P11 wickets,T2P1 vs T1P6 runs,T2P1 vs T1P6 balls,T2P1 vs T1P6 wickets,T2P1 vs T1P7 runs,T2P1 vs T1P7 balls,T2P1 vs T1P7 wickets,T2P1 vs T1P8 runs,T2P1 vs T1P8 balls,T2P1 vs T1P8 wickets,T2P1 vs T1P9 runs,T2P1 vs T1P9 balls,T2P1 vs T1P9 wickets,T2P1 vs T1P10 runs,T2P1 vs T1P10 balls,T2P1 vs T1P10 wickets,T2P1 vs T1P11 runs,T2P1 vs T1P11 balls,T2P1 vs T1P11 wickets,T2P2 vs T1P6 runs,T2P2 vs T1P6 balls,T2P2 vs T1P6 wickets,T2P2 vs T1P7 runs,T2P2 vs T1P7 balls,T2P2 vs T1P7 wickets,T2P2 vs T1P8 runs,T2P2 vs T1P8 balls,T2P2 vs T1P8 wickets,T2P2 vs T1P9 runs,T2P2 vs T1P9 balls,T2P2 vs T1P9 wickets,T2P2 vs T1P10 runs,T2P2 vs T1P10 balls,T2P2 vs T1P10 wickets,T2P2 vs T1P11 runs,T2P2 vs T1P11 balls,T2P2 vs T1P11 wickets,T2P3 vs T1P6 runs,T2P3 vs T1P6 balls,T2P3 vs T1P6 wickets,T2P3 vs T1P7 runs,T2P3 vs T1P7 balls,T2P3 vs T1P7 wickets,T2P3 vs T1P8 runs,T2P3 vs T1P8 balls,T2P3 vs T1P8 wickets,T2P3 vs T1P9 runs,T2P3 vs T1P9 balls,T2P3 vs T1P9 wickets,T2P3 vs T1P10 runs,T2P3 vs T1P10 balls,T2P3 vs T1P10 wickets,T2P3 vs T1P11 runs,T2P3 vs T1P11 balls,T2P3 vs T1P11 wickets,T2P4 vs T1P6 runs,T2P4 vs T1P6 balls,T2P4 vs T1P6 wickets,T2P4 vs T1P7 runs,T2P4 vs T1P7 balls,T2P4 vs T1P7 wickets,T2P4 vs T1P8 runs,T2P4 vs T1P8 balls,T2P4 vs T1P8 wickets,T2P4 vs T1P9 runs,T2P4 vs T1P9 balls,T2P4 vs T1P9 wickets,T2P4 vs T1P10 runs,T2P4 vs T1P10 balls,T2P4 vs T1P10 wickets,T2P4 vs T1P11 runs,T2P4 vs T1P11 balls,T2P4 vs T1P11 wickets,T2P5 vs T1P6 runs,T2P5 vs T1P6 balls,T2P5 vs T1P6 wickets,T2P5 vs T1P7 runs,T2P5 vs T1P7 balls,T2P5 vs T1P7 wickets,T2P5 vs T1P8 runs,T2P5 vs T1P8 balls,T2P5 vs T1P8 wickets,T2P5 vs T1P9 runs,T2P5 vs T1P9 balls,T2P5 vs T1P9 wickets,T2P5 vs T1P10 runs,T2P5 vs T1P10 balls,T2P5 vs T1P10 wickets,T2P5 vs T1P11 runs,T2P5 vs T1P11 balls,T2P5 vs T1P11 wickets,T2P6 vs T1P6 runs,T2P6 vs T1P6 balls,T2P6 vs T1P6 wickets,T2P6 vs T1P7 runs,T2P6 vs T1P7 balls,T2P6 vs T1P7 wickets,T2P6 vs T1P8 runs,T2P6 vs T1P8 balls,T2P6 vs T1P8 wickets,T2P6 vs T1P9 runs,T2P6 vs T1P9 balls,T2P6 vs T1P9 wickets,T2P6 vs T1P10 runs,T2P6 vs T1P10 balls,T2P6 vs T1P10 wickets,T2P6 vs T1P11 runs,T2P6 vs T1P11 balls,T2P6 vs T1P11 wickets,T2P7 vs T1P6 runs,T2P7 vs T1P6 balls,T2P7 vs T1P6 wickets,T2P7 vs T1P7 runs,T2P7 vs T1P7 balls,T2P7 vs T1P7 wickets,T2P7 vs T1P8 runs,T2P7 vs T1P8 balls,T2P7 vs T1P8 wickets,T2P7 vs T1P9 runs,T2P7 vs T1P9 balls,T2P7 vs T1P9 wickets,T2P7 vs T1P10 runs,T2P7 vs T1P10 balls,T2P7 vs T1P10 wickets,T2P7 vs T1P11 runs,T2P7 vs T1P11 balls,T2P7 vs T1P11 wickets,T1P1 last3_bat runs,T1P1 last3_bat balls,T1P1 last3_bat wickets,T1P2 last3_bat runs,T1P2 last3_bat balls,T1P2 last3_bat wickets,T1P3 last3_bat runs,T1P3 last3_bat balls,T1P3 last3_bat wickets,T1P4 last3_bat runs,T1P4 last3_bat balls,T1P4 last3_bat wickets,T1P5 last3_bat runs,T1P5 last3_bat balls,T1P5 last3_bat wickets,T1P6 last3_bat runs,T1P6 last3_bat balls,T1P6 last3_bat wickets,T1P7 last3_bat runs,T1P7 last3_bat balls,T1P7 last3_bat wickets,T2P1 last3_bat runs,T2P1 last3_bat balls,T2P1 last3_bat wickets,T2P2 last3_bat runs,T2P2 last3_bat balls,T2P2 last3_bat wickets,T2P3 last3_bat runs,T2P3 last3_bat balls,T2P3 last3_bat wickets,T2P4 last3_bat runs,T2P4 last3_bat balls,T2P4 last3_bat wickets,T2P5 last3_bat runs,T2P5 last3_bat balls,T2P5 last3_bat wickets,T2P6 last3_bat runs,T2P6 last3_bat balls,T2P6 last3_bat wickets,T2P7 last3_bat runs,T2P7 last3_bat balls,T2P7 last3_bat wickets,T1P6 last3_bowl runs,T1P6 last3_bowl balls,T1P6 last3_bowl wickets,T1P7 last3_bowl runs,T1P7 last3_bowl balls,T1P7 last3_bowl wickets,T1P8 last3_bowl runs,T1P8 last3_bowl balls,T1P8 last3_bowl wickets,T1P9 last3_bowl runs,T1P9 last3_bowl balls,T1P9 last3_bowl wickets,T1P10 last3_bowl runs,T1P10 last3_bowl balls,T1P10 last3_bowl wickets,T1P11 last3_bowl runs,T1P11 last3_bowl balls,T1P11 last3_bowl wickets,T2P6 last3_bowl runs,T2P6 last3_bowl balls,T2P6 last3_bowl wickets,T2P7 last3_bowl runs,T2P7 last3_bowl balls,T2P7 last3_bowl wickets,T2P8 last3_bowl runs,T2P8 last3_bowl balls,T2P8 last3_bowl wickets,T2P9 last3_bowl runs,T2P9 last3_bowl balls,T2P9 last3_bowl wickets,T2P10 last3_bowl runs,T2P10 last3_bowl balls,T2P10 last3_bowl wickets,T2P11 last3_bowl runs,T2P11 last3_bowl balls,T2P11 last3_bowl wickets,T1 wins at stadium,T1 losses at stadium,T2 wins at stadium,T2 losses at stadium,T1 vs T2 win ratio,T2 vs T1 win ratio,Won defending at stadium,Won chasing at stadium,T1 fourth last match result,T1 third last match result,T1 second last match result,T1 last match result,T2 fourth last match result,T2 third last match result,T2 second last match result,T2 last match result,match result
685,,,,,,,13,15,0,8,13,0,,,,29,19,0,,,,,,,16,11,2,32,28,2,,,,,,,,,,,,,,,,37,24,2,20,14,0,49,38,1,,,,,,,22,18,0,34,20,2,,,,28,24,0,,,,,,,,,,2,4,0,,,,2,2,0,,,,,,,26,22,0,15,17,1,,,,11,6,0,,,,,,,0,2,1,5,6,2,,,,39,23,1,,,,27,20,0,132,100,0,17,14,0,54,44,0,10,7,0,,,,18,18,0,25,40,3,7,5,0,80,46,2,,,,,,,,,,,,,,,,,,,,,,,,,45,43,1,45,39,2,5,10,1,69,28,1,16,8,0,,,,19,23,1,24,26,1,12,11,2,28,33,2,8,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,,245,153,1,30,29,3,37,34,3,44,28,3,63,47,1,13,11,3,32,21,3,117,81,3,79,62,3,,,,78,49,2,41,50,2,,,,44,41,2,,,,98,66,0,100,64,0,100,72,0,121,66,0,87,60,0,,,,,,,102,66,0,81,60,0,90,60,0,82,66,0,3,3,0,1,63.64,36.36,1,5,0,1,0,0,1,0,0,1,Team2
686,,,,,,,1,1,0,,,,34,14,1,,,,24,10,1,,,,5,5,0,,,,11,11,0,,,,19,18,1,,,,7,2,0,,,,8,8,0,,,,22,13,1,,,,4,4,1,,,,19,17,0,,,,,,,,,,,,,,,,13,10,0,,,,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,,,,,,,,,,,,,,,,6,11,1,34,23,2,,,,,,,12,6,1,,,,7,4,0,9,5,0,,,,,,,,,,,,,8,3,0,41,27,0,,,,,,,,,,,,,,,,,,,,,,,,,43,15,0,,,,,,,,,,,,,,,,,,,24,26,3,271,171,1,50,49,3,69,54,3,37,27,3,43,32,2,26,13,3,,,,65,45,2,92,65,3,63,50,3,91,52,1,42,28,3,80,49,1,,,,67,48,0,107,72,0,70,66,0,91,72,0,,,,70,48,0,,,,101,60,0,,,,89,42,0,111,72,0,0,2,24,12,66.67,33.33,14,25,0,1,1,1,1,0,0,1,Team2
687,,,,,,,28,24,0,5,5,0,8,6,1,28,13,0,,,,,,,8,7,0,0,1,0,,,,2,3,0,,,,,,,7,6,0,,,,5,5,0,1,2,0,,,,,,,70,83,1,11,11,0,63,48,1,7,9,1,,,,,,,,,,15,7,0,,,,14,7,1,,,,,,,29,25,2,11,5,1,37,32,3,14,8,0,,,,,,,,,,15,9,1,1,2,1,7,2,0,,,,,,,1,2,1,51,35,2,4,3,1,34,22,0,,,,,,,24,17,2,28,28,0,13,5,0,26,27,0,,,,,,,5,5,1,10,8,0,,,,22,22,0,,,,,,,2,2,0,0,1,1,,,,7,10,0,,,,,,,1,2,0,7,9,1,8,3,0,4,9,1,,,,,,,2,3,0,38,20,1,1,4,0,4,13,1,,,,,,,10,6,0,15,8,0,,,,30,27,1,133,102,3,121,83,3,99,51,3,47,43,3,25,20,2,43,39,2,90,54,2,182,114,2,40,32,3,68,47,3,36,35,2,37,29,2,48,44,2,15,21,3,,,,,,,63,42,0,83,66,0,84,60,0,93,60,0,,,,,,,79,46,0,109,72,0,84,48,0,93,43,0,26,13,3,2,63.64,36.36,23,17,1,1,1,0,1,0,0,0,Team1
688,15,10,2,,,,2,5,0,13,13,1,33,52,2,5,2,0,42,31,1,,,,8,9,0,18,13,0,56,33,5,16,16,1,32,19,0,,,,1,3,1,33,14,1,71,34,2,0,1,0,,,,,,,,,,,,,,,,,,,2,3,0,,,,12,5,0,8,11,1,9,8,0,,,,8,9,1,,,,5,7,1,6,6,0,16,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,25,1,73,61,1,1,4,1,36,36,1,,,,,,,0,1,1,4,1,0,,,,,,,,,,,,,13,6,0,27,19,1,2,3,0,19,17,1,,,,,,,13,13,1,47,30,0,1,2,0,26,27,2,,,,,,,1,1,0,4,1,0,,,,4,6,1,,,,,,,12,5,1,3,5,0,11,9,0,39,20,0,,,,,,,,,,,,,,,,,,,66,43,2,157,98,2,78,49,2,,,,44,41,2,41,50,2,,,,184,118,2,21,24,3,190,131,2,31,30,3,27,23,2,49,44,2,,,,,,,,,,92,60,0,88,66,0,89,66,0,60,60,0,104,72,0,,,,92,72,0,114,66,0,80,72,0,45,37,0,20,21,2,4,36.36,63.64,17,24,0,0,1,1,1,1,1,0,Team1
689,,,,,,,,,,,,,,,,1,1,0,25,20,1,,,,6,6,0,23,14,1,23,12,1,5,4,0,29,18,1,15,11,0,,,,23,18,0,13,5,0,4,3,1,33,26,3,1,3,1,,,,54,27,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,57,55,3,,,,9,7,0,7,4,0,,,,35,28,2,82,67,3,,,,18,10,0,6,5,0,,,,21,26,1,83,59,3,,,,17,12,1,,,,,,,21,24,2,35,27,1,,,,42,19,1,9,7,0,,,,,,,,,,,,,,,,,,,,,,7,5,0,30,37,4,,,,9,8,1,,,,,,,,,,15,15,0,,,,18,7,0,,,,76,51,3,79,79,2,207,116,2,16,16,2,,,,,,,,,,107,80,2,144,96,2,79,59,3,84,60,0,39,34,3,17,18,2,15,19,1,,,,117,66,0,81,66,0,,,,113,71,0,112,54,0,70,60,0,87,59,0,57,49,0,77,48,0,73,60,0,89,66,0,12,21,3,0,14.29,85.71,16,21,1,0,0,0,0,1,0,1,Team1
690,,,,,,,,,,39,17,0,13,8,0,10,4,0,,,,,,,,,,,,,,,,,,,,,,,,,17,13,1,69,52,1,,,,22,21,2,,,,,,,4,5,0,69,37,2,19,11,2,23,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,6,2,,,,8,6,0,8,7,0,,,,12,6,1,,,,28,23,0,1,2,0,,,,,,,,,,,,,28,28,2,,,,,,,,,,5,10,1,,,,14,14,0,8,4,0,,,,,,,,,,,,,,,,,,,8,4,0,,,,3,4,0,,,,28,16,0,24,10,0,,,,,,,,,,,,,0,2,1,,,,,,,,,,,,,,,,,,,,,,47,36,3,,,,52,51,3,59,46,3,,,,24,15,3,34,28,2,130,79,2,47,34,2,146,84,2,76,44,3,38,43,2,76,50,2,,,,83,42,0,,,,73,42,0,66,72,0,94,66,0,121,71,0,,,,,,,106,60,0,83,66,0,108,66,0,63,60,0,12,2,0,1,50,37.5,5,9,1,1,1,0,0,1,1,1,Team1
691,,,,,,,47,34,0,,,,10,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,0,,,,21,23,1,,,,,,,,,,12,11,1,,,,2,4,1,,,,,,,,,,22,22,3,,,,,,,,,,,,,,,,6,4,1,,,,,,,,,,,,,,,,4,11,2,,,,4,4,0,,,,,,,5,10,1,3,3,0,11,5,1,24,10,0,13,15,0,,,,,,,,,,,,,,,,,,,17,15,0,8,12,0,39,19,0,67,60,1,18,16,0,51,38,1,7,11,1,24,22,1,20,20,1,35,35,1,7,5,0,29,17,1,5,2,0,3,3,0,,,,,,,,,,8,7,1,,,,1,2,0,17,13,0,12,7,1,0,1,1,2,8,0,,,,,,,2,3,0,0,3,1,1,1,0,,,,189,114,2,,,,215,134,2,72,51,2,41,22,2,,,,49,44,2,93,74,2,,,,42,36,3,96,57,1,44,23,2,53,40,3,80,49,1,,,,103,72,0,88,72,0,118,72,0,134,66,0,100,72,0,,,,,,,100,54,0,,,,92,54,0,108,72,0,25,11,2,2,38.46,61.54,16,20,1,1,0,0,0,0,1,1,Team2
692,,,,,,,,,,,,,,,,,,,6,9,1,,,,,,,13,4,0,25,21,3,,,,8,7,0,8,11,1,,,,,,,28,15,0,7,5,0,14,7,1,,,,,,,19,9,0,5,11,3,34,21,0,,,,,,,,,,,,,9,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,4,0,,,,16,8,0,,,,,,,,,,,,,,,,10,4,0,,,,,,,,,,6,3,1,,,,,,,,,,,,,26,20,0,131,75,1,,,,15,14,1,,,,,,,21,15,1,78,82,5,,,,3,4,1,,,,,,,,,,40,17,1,,,,3,4,0,,,,,,,,,,2,4,0,,,,19,10,1,,,,28,32,3,16,18,2,54,65,2,227,123,2,80,61,0,,,,,,,101,78,3,87,62,3,94,44,3,72,42,3,42,42,3,43,32,2,64,46,3,,,,107,72,0,82,66,0,,,,104,71,0,106,66,0,73,67,0,111,66,0,50,30,0,93,60,0,66,60,0,108,70,0,13,21,1,4,45.45,54.55,17,21,0,0,0,1,1,1,0,1,Team1
693,15,9,0,,,,9,8,0,17,14,0,5,2,0,,,,21,9,0,,,,55,39,2,42,17,1,9,4,0,,,,,,,,,,2,2,0,34,22,1,2,2,0,,,,,,,,,,13,10,0,32,29,2,,,,,,,,,,,,,30,20,1,84,47,1,,,,,,,6,3,0,,,,15,7,1,9,12,1,10,9,0,,,,,,,,,,14,11,2,19,16,0,5,4,0,,,,,,,35,19,1,64,57,4,11,5,0,52,40,5,8,9,0,,,,36,28,0,,,,,,,10,8,1,,,,,,,37,27,1,12,16,0,,,,30,19,1,17,10,0,,,,10,9,1,16,7,1,2,3,0,17,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,37,0,16,11,0,29,15,0,35,18,1,,,,181,104,3,57,42,3,106,78,3,12,14,2,,,,7,14,3,38,32,1,162,100,2,71,61,3,69,56,3,31,32,3,,,,,,,70,60,1,,,,100,60,0,63,40,0,91,72,0,93,48,0,109,49,0,60,55,0,,,,123,71,0,71,60,0,81,72,0,78,60,0,1,4,5,1,50,50,12,16,0,0,0,0,1,0,1,0,Team2
694,58,39,1,53,33,0,9,9,0,118,95,1,7,8,0,,,,,,,,,,,,,,,,,,,,,,17,13,1,28,22,0,12,15,0,10,8,1,27,21,1,,,,18,12,2,11,15,1,0,2,1,64,64,4,21,16,1,,,,40,21,0,18,18,1,6,4,0,17,12,0,1,1,0,,,,45,35,2,53,35,0,,,,47,36,0,16,11,1,,,,,,,9,6,0,,,,,,,,,,,,,,,,19,15,0,57,45,1,14,10,0,3,3,0,30,23,0,,,,,,,32,21,1,0,1,1,5,4,0,27,16,0,,,,,,,68,50,3,27,15,1,9,10,0,65,33,2,,,,,,,56,46,2,38,25,0,39,19,1,24,26,2,,,,,,,87,44,0,13,19,0,48,25,1,18,13,0,,,,,,,13,8,1,,,,3,3,0,,,,,,,5,2,0,30,23,0,7,4,0,10,8,0,5,7,0,147,103,3,,,,168,98,3,92,66,2,53,45,2,41,23,2,,,,110,89,2,74,63,3,78,69,2,151,94,2,53,44,1,16,20,1,42,35,2,,,,,,,123,72,0,83,72,0,113,66,0,106,60,0,132,72,0,67,54,0,72,66,0,63,30,0,93,70,0,53,66,0,1,3,3,3,25,75,24,17,1,0,0,0,0,1,0,1,Team2
695,,,,,,,,,,,,,,,,,,,3,6,1,19,7,0,,,,7,10,0,7,8,0,,,,6,11,1,1,3,0,14,6,0,,,,34,23,2,7,5,0,15,7,0,6,6,0,3,3,0,5,5,1,9,5,0,11,9,0,8,3,0,12,6,0,9,12,0,9,9,0,52,35,0,18,14,0,,,,,,,,,,,,,,,,,,,,,,5,2,0,,,,,,,5,2,0,,,,,,,24,23,1,,,,105,70,1,10,10,1,,,,,,,3,4,1,,,,1,3,1,34,14,1,18,4,0,,,,22,13,1,,,,16,16,0,26,22,0,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,127,102,3,73,57,3,39,26,3,117,76,1,80,49,1,46,23,2,81,79,3,118,86,2,38,25,3,39,29,3,,,,30,14,3,,,,,,,90,60,0,,,,84,48,0,84,60,0,97,72,0,62,36,0,98,72,0,63,54,0,82,72,0,87,62,0,90,59,0,25,12,0,3,42.86,57.14,14,26,0,1,1,1,1,1,0,1,Team1
696,,,,7,4,0,99,59,2,,,,15,9,1,,,,,,,32,19,1,57,39,0,,,,21,24,1,9,6,1,,,,1,1,0,17,16,0,8,4,0,36,29,1,,,,,,,21,9,0,4,11,2,2,2,0,4,4,0,4,3,1,,,,4,10,1,0,1,0,,,,10,8,1,,,,,,,25,11,0,22,22,3,,,,,,,2,3,0,,,,6,3,2,6,4,1,,,,,,,2,2,0,,,,8,5,0,12,13,0,25,13,1,35,19,1,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,17,13,0,14,9,1,1,2,1,,,,,,,18,18,1,58,31,0,69,64,1,24,21,0,,,,,,,14,16,1,23,22,1,48,44,1,10,11,0,,,,,,,,,,2,3,0,0,3,1,1,1,0,,,,,,,5,3,0,,,,,,,4,3,1,,,,25,21,2,68,55,3,141,74,3,30,23,2,23,19,1,38,40,3,,,,118,107,3,,,,31,27,3,52,47,3,119,91,1,51,30,2,64,34,1,,,,,,,69,72,0,85,67,0,106,72,0,,,,,,,70,54,0,59,48,0,87,60,0,73,72,0,94,72,0,1,5,26,12,35.71,64.29,15,26,0,0,0,0,1,1,1,1,Team1
697,,,,,,,,,,,,,,,,,,,58,39,1,53,33,0,9,10,1,19,10,0,7,8,0,,,,17,13,1,28,22,0,32,24,0,24,8,0,29,23,2,2,4,0,42,23,1,18,18,1,11,9,0,0,7,2,6,4,0,,,,56,45,3,61,46,0,0,4,0,66,35,1,21,15,1,,,,15,15,2,10,8,1,0,6,1,2,3,1,25,11,0,,,,4,5,0,10,11,0,,,,,,,34,13,0,4,6,0,,,,19,15,0,14,10,0,57,50,2,3,3,0,30,23,0,,,,27,11,0,5,10,1,40,26,1,9,9,0,36,22,0,,,,,,,27,15,1,73,54,3,13,13,1,78,39,2,,,,,,,38,25,0,56,46,2,39,20,2,24,26,2,,,,1,4,0,14,22,1,87,49,0,55,31,1,18,13,0,,,,1,2,0,2,5,1,13,8,1,3,3,0,,,,,,,5,2,0,10,7,0,30,23,0,10,8,0,5,9,1,,,,84,64,3,63,35,3,50,41,2,29,40,3,41,31,1,54,37,2,71,63,2,108,72,2,98,79,2,51,33,3,42,48,2,9,14,2,42,35,2,,,,69,46,0,61,72,0,86,67,0,92,72,0,100,54,0,118,72,0,56,66,0,85,66,0,52,30,0,111,70,0,47,66,0,1,4,4,3,22.22,77.78,24,18,0,0,0,1,1,0,1,1,Team2
713,,,,,,,7,5,1,5,12,0,24,12,0,19,5,0,,,,,,,,,,14,19,1,57,43,0,0,3,1,,,,,,,32,22,0,23,26,2,20,33,3,14,20,1,,,,,,,45,30,1,57,20,0,12,13,0,42,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,22,1,71,43,2,14,8,0,46,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,,,,,,,,,,,,,19,18,0,23,39,2,0,2,1,19,34,0,,,,,,,4,5,0,26,17,0,,,,,,,,,,,,,29,25,1,23,25,0,,,,36,20,0,,,,,,,,,,,,,,,,,,,,,,123,72,3,97,80,3,89,74,3,75,54,3,,,,50,38,3,,,,254,145,2,198,119,3,84,42,1,,,,,,,23,22,1,,,,,,,,,,,,,99,70,0,,,,,,,,,,,,,76,72,0,117,66,0,99,71,0,83,66,0,14,17,4,1,40,60,14,18,1,0,1,0,0,0,1,1,Team2
715,,,,,,,59,36,1,9,7,1,,,,,,,,,,,,,,,,6,2,1,,,,,,,,,,,,,19,26,0,32,21,0,36,19,0,10,12,1,,,,,,,20,14,0,23,9,0,29,15,0,7,12,0,,,,,,,64,57,4,13,8,0,11,5,0,5,8,1,,,,,,,25,22,0,3,6,1,24,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,14,0,31,33,2,22,16,0,10,9,0,,,,,,,42,17,1,97,93,3,21,9,0,23,11,0,,,,,,,15,7,1,39,19,0,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,85,49,1,39,35,0,12,9,0,38,27,0,,,,,,,29,25,1,5,10,0,,,,3,3,0,,,,,,,,,,,,,,,,,,,62,45,3,,,,82,63,3,119,102,1,6,14,3,93,91,3,,,,87,73,2,139,84,3,107,64,2,,,,117,80,1,67,38,0,,,,,,,,,,57,48,0,,,,61,66,0,68,60,0,,,,,,,104,72,0,114,72,0,,,,,,,9,1,0,1,42.86,57.14,6,3,1,1,1,0,1,0,1,1,Team1
716,,,,1,4,0,17,13,1,31,21,1,9,9,1,21,28,2,,,,,,,,,,19,25,0,,,,7,9,0,,,,21,14,0,5,11,0,20,12,1,9,10,0,17,16,2,,,,5,11,1,9,10,0,10,7,0,20,11,1,21,13,0,,,,1,1,0,15,11,1,18,14,1,14,9,0,3,4,0,,,,,,,9,17,1,9,11,3,5,3,0,28,14,1,,,,2,5,0,5,19,1,3,4,0,4,10,1,0,1,1,,,,20,13,0,,,,,,,,,,37,28,0,,,,,,,,,,,,,,,,,,,,,,9,8,0,,,,,,,,,,14,12,0,,,,13,11,2,,,,,,,,,,36,18,0,,,,13,5,0,,,,,,,,,,10,9,0,,,,8,7,0,,,,,,,,,,18,21,1,,,,,,,,,,,,,,,,,,,93,69,3,87,66,3,108,73,3,,,,53,39,3,29,22,2,88,41,1,179,110,2,207,112,3,60,39,2,19,22,2,,,,31,29,0,,,,,,,101,60,0,,,,,,,,,,72,70,0,,,,,,,68,72,0,107,66,0,83,66,0,82,71,0,3,3,20,11,40,60,14,18,0,1,0,1,0,1,1,1,Team1
