Match,T1P1 vs T2P6 runs,T1P1 vs T2P6 balls,T1P1 vs T2P6 wickets,T1P1 vs T2P7 runs,T1P1 vs T2P7 balls,T1P1 vs T2P7 wickets,T1P1 vs T2P8 runs,T1P1 vs T2P8 balls,T1P1 vs T2P8 wickets,T1P1 vs T2P9 runs,T1P1 vs T2P9 balls,T1P1 vs T2P9 wickets,T1P1 vs T2P10 runs,T1P1 vs T2P10 balls,T1P1 vs T2P10 wickets,T1P1 vs T2P11 runs,T1P1 vs T2P11 balls,T1P1 vs T2P11 wickets,T1P2 vs T2P6 runs,T1P2 vs T2P6 balls,T1P2 vs T2P6 wickets,T1P2 vs T2P7 runs,T1P2 vs T2P7 balls,T1P2 vs T2P7 wickets,T1P2 vs T2P8 runs,T1P2 vs T2P8 balls,T1P2 vs T2P8 wickets,T1P2 vs T2P9 runs,T1P2 vs T2P9 balls,T1P2 vs T2P9 wickets,T1P2 vs T2P10 runs,T1P2 vs T2P10 balls,T1P2 vs T2P10 wickets,T1P2 vs T2P11 runs,T1P2 vs T2P11 balls,T1P2 vs T2P11 wickets,T1P3 vs T2P6 runs,T1P3 vs T2P6 balls,T1P3 vs T2P6 wickets,T1P3 vs T2P7 runs,T1P3 vs T2P7 balls,T1P3 vs T2P7 wickets,T1P3 vs T2P8 runs,T1P3 vs T2P8 balls,T1P3 vs T2P8 wickets,T1P3 vs T2P9 runs,T1P3 vs T2P9 balls,T1P3 vs T2P9 wickets,T1P3 vs T2P10 runs,T1P3 vs T2P10 balls,T1P3 vs T2P10 wickets,T1P3 vs T2P11 runs,T1P3 vs T2P11 balls,T1P3 vs T2P11 wickets,T1P4 vs T2P6 runs,T1P4 vs T2P6 balls,T1P4 vs T2P6 wickets,T1P4 vs T2P7 runs,T1P4 vs T2P7 balls,T1P4 vs T2P7 wickets,T1P4 vs T2P8 runs,T1P4 vs T2P8 balls,T1P4 vs T2P8 wickets,T1P4 vs T2P9 runs,T1P4 vs T2P9 balls,T1P4 vs T2P9 wickets,T1P4 vs T2P10 runs,T1P4 vs T2P10 balls,T1P4 vs T2P10 wickets,T1P4 vs T2P11 runs,T1P4 vs T2P11 balls,T1P4 vs T2P11 wickets,T1P5 vs T2P6 runs,T1P5 vs T2P6 balls,T1P5 vs T2P6 wickets,T1P5 vs T2P7 runs,T1P5 vs T2P7 balls,T1P5 vs T2P7 wickets,T1P5 vs T2P8 runs,T1P5 vs T2P8 balls,T1P5 vs T2P8 wickets,T1P5 vs T2P9 runs,T1P5 vs T2P9 balls,T1P5 vs T2P9 wickets,T1P5 vs T2P10 runs,T1P5 vs T2P10 balls,T1P5 vs T2P10 wickets,T1P5 vs T2P11 runs,T1P5 vs T2P11 balls,T1P5 vs T2P11 wickets,T1P6 vs T2P6 runs,T1P6 vs T2P6 balls,T1P6 vs T2P6 wickets,T1P6 vs T2P7 runs,T1P6 vs T2P7 balls,T1P6 vs T2P7 wickets,T1P6 vs T2P8 runs,T1P6 vs T2P8 balls,T1P6 vs T2P8 wickets,T1P6 vs T2P9 runs,T1P6 vs T2P9 balls,T1P6 vs T2P9 wickets,T1P6 vs T2P10 runs,T1P6 vs T2P10 balls,T1P6 vs T2P10 wickets,T1P6 vs T2P11 runs,T1P6 vs T2P11 balls,T1P6 vs T2P11 wickets,T1P7 vs T2P6 runs,T1P7 vs T2P6 balls,T1P7 vs T2P6 wickets,T1P7 vs T2P7 runs,T1P7 vs T2P7 balls,T1P7 vs T2P7 wickets,T1P7 vs T2P8 runs,T1P7 vs T2P8 balls,T1P7 vs T2P8 wickets,T1P7 vs T2P9 runs,T1P7 vs T2P9 balls,T1P7 vs T2P9 wickets,T1P7 vs T2P10 runs,T1P7 vs T2P10 balls,T1P7 vs T2P10 wickets,T1P7 vs T2P11 runs,T1P7 vs T2P11 balls,T1P7 vs T2P11 wickets,T2P1 vs T1P6 runs,T2P1 vs T1P6 balls,T2P1 vs T1P6 wickets,T2P1 vs T1P7 runs,T2P1 vs T1P7 balls,T2P1 vs T1P7 wickets,T2P1 vs T1P8 runs,T2P1 vs T1P8 balls,T2P1 vs T1P8 wickets,T2P1 vs T1P9 runs,T2P1 vs T1P9 balls,T2P1 vs T1P9 wickets,T2P1 vs T1P10 runs,T2P1 vs T1P10 balls,T2P1 vs T1P10 wickets,T2P1 vs T1P11 runs,T2P1 vs T1P11 balls,T2P1 vs T1P11 wickets,T2P2 vs T1P6 runs,T2P2 vs T1P6 balls,T2P2 vs T1P6 wickets,T2P2 vs T1P7 runs,T2P2 vs T1P7 balls,T2P2 vs T1P7 wickets,T2P2 vs T1P8 runs,T2P2 vs T1P8 balls,T2P2 vs T1P8 wickets,T2P2 vs T1P9 runs,T2P2 vs T1P9 balls,T2P2 vs T1P9 wickets,T2P2 vs T1P10 runs,T2P2 vs T1P10 balls,T2P2 vs T1P10 wickets,T2P2 vs T1P11 runs,T2P2 vs T1P11 balls,T2P2 vs T1P11 wickets,T2P3 vs T1P6 runs,T2P3 vs T1P6 balls,T2P3 vs T1P6 wickets,T2P3 vs T1P7 runs,T2P3 vs T1P7 balls,T2P3 vs T1P7 wickets,T2P3 vs T1P8 runs,T2P3 vs T1P8 balls,T2P3 vs T1P8 wickets,T2P3 vs T1P9 runs,T2P3 vs T1P9 balls,T2P3 vs T1P9 wickets,T2P3 vs T1P10 runs,T2P3 vs T1P10 balls,T2P3 vs T1P10 wickets,T2P3 vs T1P11 runs,T2P3 vs T1P11 balls,T2P3 vs T1P11 wickets,T2P4 vs T1P6 runs,T2P4 vs T1P6 balls,T2P4 vs T1P6 wickets,T2P4 vs T1P7 runs,T2P4 vs T1P7 balls,T2P4 vs T1P7 wickets,T2P4 vs T1P8 runs,T2P4 vs T1P8 balls,T2P4 vs T1P8 wickets,T2P4 vs T1P9 runs,T2P4 vs T1P9 balls,T2P4 vs T1P9 wickets,T2P4 vs T1P10 runs,T2P4 vs T1P10 balls,T2P4 vs T1P10 wickets,T2P4 vs T1P11 runs,T2P4 vs T1P11 balls,T2P4 vs T1P11 wickets,T2P5 vs T1P6 runs,T2P5 vs T1P6 balls,T2P5 vs T1P6 wickets,T2P5 vs T1P7 runs,T2P5 vs T1P7 balls,T2P5 vs T1P7 wickets,T2P5 vs T1P8 runs,T2P5 vs T1P8 balls,T2P5 vs T1P8 wickets,T2P5 vs T1P9 runs,T2P5 vs T1P9 balls,T2P5 vs T1P9 wickets,T2P5 vs T1P10 runs,T2P5 vs T1P10 balls,T2P5 vs T1P10 wickets,T2P5 vs T1P11 runs,T2P5 vs T1P11 balls,T2P5 vs T1P11 wickets,T2P6 vs T1P6 runs,T2P6 vs T1P6 balls,T2P6 vs T1P6 wickets,T2P6 vs T1P7 runs,T2P6 vs T1P7 balls,T2P6 vs T1P7 wickets,T2P6 vs T1P8 runs,T2P6 vs T1P8 balls,T2P6 vs T1P8 wickets,T2P6 vs T1P9 runs,T2P6 vs T1P9 balls,T2P6 vs T1P9 wickets,T2P6 vs T1P10 runs,T2P6 vs T1P10 balls,T2P6 vs T1P10 wickets,T2P6 vs T1P11 runs,T2P6 vs T1P11 balls,T2P6 vs T1P11 wickets,T2P7 vs T1P6 runs,T2P7 vs T1P6 balls,T2P7 vs T1P6 wickets,T2P7 vs T1P7 runs,T2P7 vs T1P7 balls,T2P7 vs T1P7 wickets,T2P7 vs T1P8 runs,T2P7 vs T1P8 balls,T2P7 vs T1P8 wickets,T2P7 vs T1P9 runs,T2P7 vs T1P9 balls,T2P7 vs T1P9 wickets,T2P7 vs T1P10 runs,T2P7 vs T1P10 balls,T2P7 vs T1P10 wickets,T2P7 vs T1P11 runs,T2P7 vs T1P11 balls,T2P7 vs T1P11 wickets,T1P1 last3_bat runs,T1P1 last3_bat balls,T1P1 last3_bat wickets,T1P2 last3_bat runs,T1P2 last3_bat balls,T1P2 last3_bat wickets,T1P3 last3_bat runs,T1P3 last3_bat balls,T1P3 last3_bat wickets,T1P4 last3_bat runs,T1P4 last3_bat balls,T1P4 last3_bat wickets,T1P5 last3_bat runs,T1P5 last3_bat balls,T1P5 last3_bat wickets,T1P6 last3_bat runs,T1P6 last3_bat balls,T1P6 last3_bat wickets,T1P7 last3_bat runs,T1P7 last3_bat balls,T1P7 last3_bat wickets,T2P1 last3_bat runs,T2P1 last3_bat balls,T2P1 last3_bat wickets,T2P2 last3_bat runs,T2P2 last3_bat balls,T2P2 last3_bat wickets,T2P3 last3_bat runs,T2P3 last3_bat balls,T2P3 last3_bat wickets,T2P4 last3_bat runs,T2P4 last3_bat balls,T2P4 last3_bat wickets,T2P5 last3_bat runs,T2P5 last3_bat balls,T2P5 last3_bat wickets,T2P6 last3_bat runs,T2P6 last3_bat balls,T2P6 last3_bat wickets,T2P7 last3_bat runs,T2P7 last3_bat balls,T2P7 last3_bat wickets,T1P6 last3_bowl runs,T1P6 last3_bowl balls,T1P6 last3_bowl wickets,T1P7 last3_bowl runs,T1P7 last3_bowl balls,T1P7 last3_bowl wickets,T1P8 last3_bowl runs,T1P8 last3_bowl balls,T1P8 last3_bowl wickets,T1P9 last3_bowl runs,T1P9 last3_bowl balls,T1P9 last3_bowl wickets,T1P10 last3_bowl runs,T1P10 last3_bowl balls,T1P10 last3_bowl wickets,T1P11 last3_bowl runs,T1P11 last3_bowl balls,T1P11 last3_bowl wickets,T2P6 last3_bowl runs,T2P6 last3_bowl balls,T2P6 last3_bowl wickets,T2P7 last3_bowl runs,T2P7 last3_bowl balls,T2P7 last3_bowl wickets,T2P8 last3_bowl runs,T2P8 last3_bowl balls,T2P8 last3_bowl wickets,T2P9 last3_bowl runs,T2P9 last3_bowl balls,T2P9 last3_bowl wickets,T2P10 last3_bowl runs,T2P10 last3_bowl balls,T2P10 last3_bowl wickets,T2P11 last3_bowl runs,T2P11 last3_bowl balls,T2P11 last3_bowl wickets,T1 wins at stadium,T1 losses at stadium,T2 wins at stadium,T2 losses at stadium,T1 vs T2 win ratio,T2 vs T1 win ratio,Won defending at stadium,Won chasing at stadium,T1 fourth last match result,T1 third last match result,T1 second last match result,T1 last match result,T2 fourth last match result,T2 third last match result,T2 second last match result,T2 last match result,match result
669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,28,18,0,,,,9,4,0,,,,,,,6,8,1,21,15,0,,,,1,2,0,,,,,,,14,8,1,24,13,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,,,,1,1,0,,,,,,,0,2,1,1,1,0,,,,5,3,0,,,,,,,7,18,1,32,19,2,0,2,1,12,7,0,,,,,,,6,3,0,7,8,0,,,,5,5,1,,,,,,,,,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,59,3,63,40,3,163,99,2,83,53,3,45,33,2,,,,,,,61,63,3,38,36,3,94,72,3,85,67,3,18,18,3,42,18,2,,,,,,,95,66,0,87,72,0,92,48,0,94,72,0,116,66,0,73,60,0,,,,,,,103,66,0,72,48,0,74,54,0,11,19,4,0,,100,15,19,0,0,1,0,0,0,1,0,Team1
670,,,,32,23,0,,,,75,44,3,10,16,0,,,,,,,8,7,0,,,,26,21,0,16,7,2,,,,,,,12,12,2,,,,152,89,4,64,42,2,40,27,1,,,,16,13,0,,,,63,36,4,10,9,1,16,9,2,,,,14,12,1,,,,75,51,2,43,34,1,25,19,2,,,,21,18,0,,,,57,51,2,23,10,0,4,4,0,,,,,,,,,,,,,,,,,,,5,6,1,2,2,0,,,,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,60,52,3,32,29,3,32,17,0,76,46,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,36,2,19,20,2,33,24,3,8,12,1,,,,,,,18,9,0,,,,78,30,0,12,6,0,,,,,,,97,55,3,,,,87,58,2,169,112,2,147,77,1,24,19,2,,,,141,99,2,,,,71,46,3,56,39,0,,,,84,56,3,54,38,3,86,60,0,61,51,0,98,60,0,70,59,0,,,,,,,,,,90,47,0,109,60,0,79,54,0,111,60,0,57,42,0,1,4,23,11,71.43,28.57,13,24,1,1,0,1,1,0,0,1,Team2
671,9,12,0,,,,1,2,1,42,25,2,,,,25,17,0,,,,,,,23,14,1,16,20,0,,,,24,20,0,,,,,,,,,,38,20,1,,,,4,13,1,,,,,,,,,,20,14,1,,,,7,7,2,,,,,,,,,,5,6,1,,,,4,7,0,,,,,,,,,,0,1,1,,,,1,2,0,,,,,,,12,5,0,1,3,2,,,,0,2,1,,,,,,,20,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,1,,,,,,,,,,,,,,,,,,,,,,,,,6,3,0,,,,7,2,0,2,3,0,,,,70,83,1,6,6,0,,,,7,9,1,7,5,1,,,,,,,,,,,,,14,7,1,,,,,,,31,29,0,,,,,,,,,,115,68,3,189,123,1,38,34,3,78,70,3,,,,,,,35,33,2,87,81,3,52,53,3,58,46,3,66,69,2,58,40,2,54,45,3,,,,,,,,,,86,72,0,85,72,0,74,72,0,71,66,0,71,60,0,,,,,,,87,66,0,75,54,0,73,72,0,2,1,1,0,40,60,0,3,1,1,1,0,0,0,1,0,Team2
672,8,7,1,23,13,1,,,,16,25,1,,,,28,21,1,11,20,1,4,1,0,,,,76,47,2,,,,13,11,1,130,87,1,104,95,2,,,,79,59,0,,,,23,14,1,70,43,1,101,74,0,,,,96,70,1,,,,24,12,0,12,15,1,24,18,0,,,,3,4,0,,,,15,6,2,6,2,0,0,1,0,,,,,,,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,8,5,0,41,22,1,,,,24,21,2,,,,5,7,0,15,5,0,44,33,0,18,9,0,42,44,0,,,,10,12,1,1,4,0,85,79,2,6,5,1,79,57,4,,,,,,,,,,,,,,,,,,,,,,,,,9,4,0,33,26,1,41,22,0,42,37,1,,,,2,3,0,,,,23,15,2,2,3,0,3,4,1,,,,2,4,0,16,9,0,11,12,1,3,2,0,18,15,2,,,,79,57,3,118,85,2,159,71,2,65,41,3,45,23,0,,,,126,76,3,108,76,2,107,75,2,,,,120,68,1,38,24,1,17,18,2,,,,,,,,,,90,67,0,116,72,0,81,72,0,88,46,0,97,60,0,,,,66,65,0,,,,129,72,0,3,1,3,1,25,75,12,14,1,0,0,1,1,0,1,0,Team2
673,,,,,,,,,,,,,,,,,,,10,8,0,,,,13,16,1,,,,0,1,1,,,,,,,,,,16,19,2,22,16,0,12,14,0,9,19,3,,,,,,,8,5,0,14,9,0,1,2,0,4,1,0,19,11,1,,,,,,,,,,,,,28,7,0,,,,,,,,,,,,,,,,,,,,,,,,,6,3,0,,,,4,2,1,14,4,1,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,16,16,2,,,,14,14,0,,,,7,6,1,,,,38,23,0,,,,,,,,,,10,10,1,,,,63,48,2,,,,,,,,,,4,3,0,,,,94,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,,,,26,24,2,,,,10,8,1,118,74,3,38,28,2,156,89,2,148,75,3,,,,,,,23,26,1,,,,22,18,3,92,67,3,86,77,3,52,55,2,36,39,2,17,18,2,,,,69,48,0,113,60,0,66,60,0,94,60,0,119,66,0,64,60,0,,,,73,66,0,61,72,0,74,72,0,41,66,0,1,2,23,11,40,60,15,19,0,1,0,1,0,1,1,1,Team2
674,,,,,,,,,,25,12,1,,,,,,,,,,,,,,,,,,,,,,,,,64,35,0,87,83,5,136,103,1,20,17,1,,,,19,16,0,24,12,0,10,8,0,3,4,1,4,1,0,,,,6,6,0,,,,15,16,1,16,8,0,,,,,,,3,1,0,,,,50,35,1,33,26,1,6,4,0,,,,,,,,,,1,1,0,,,,5,4,1,,,,1,5,1,,,,,,,,,,13,9,0,,,,12,15,2,,,,,,,,,,,,,,,,,,,,,,,,,11,9,1,15,13,1,,,,26,19,1,,,,,,,2,5,0,,,,,,,,,,,,,,,,8,11,0,14,12,0,,,,17,8,0,,,,,,,,,,1,2,1,,,,25,14,0,,,,,,,,,,,,,,,,,,,110,85,3,62,65,3,80,49,1,86,63,2,78,51,2,,,,25,23,3,79,64,2,99,67,0,43,31,3,26,22,3,86,46,2,54,38,3,,,,,,,,,,82,48,0,92,72,0,89,54,0,68,72,0,71,42,0,95,66,0,94,66,0,132,66,0,,,,78,60,0,25,12,0,4,72.73,27.27,22,16,0,1,0,1,0,0,1,1,Team1
675,8,6,1,,,,1,1,0,,,,0,3,1,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,25,26,3,,,,,,,,,,13,7,1,,,,0,2,0,,,,,,,,,,17,9,0,,,,,,,,,,,,,0,2,1,,,,,,,,,,,,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11,0,,,,,,,,,,,,,34,14,0,4,9,0,,,,,,,,,,,,,,,,25,21,1,,,,,,,,,,21,8,0,41,21,0,1,6,1,,,,,,,,,,,,,16,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,0,14,10,0,,,,83,45,3,99,85,3,95,81,2,95,74,3,41,32,3,22,21,3,,,,79,61,3,135,100,2,44,38,3,70,61,3,,,,62,39,1,,,,,,,81,67,0,65,54,0,76,48,0,110,66,0,,,,,,,,,,76,72,0,79,72,0,69,66,0,94,72,0,,,2,2,50,50,0,4,0,1,0,0,1,1,0,0,Team2
676,,,,,,,,,,,,,,,,,,,,,,,,,17,20,1,66,54,1,,,,36,36,1,,,,,,,,,,7,8,0,,,,3,4,1,,,,,,,13,13,1,47,30,0,1,2,0,24,23,1,,,,,,,12,4,0,,,,,,,33,12,0,,,,,,,9,3,0,21,21,2,1,1,0,11,17,2,,,,,,,17,9,1,87,53,1,,,,23,21,2,,,,,,,37,14,0,24,27,1,15,8,0,,,,,,,,,,2,5,0,50,55,5,13,13,1,32,50,2,,,,,,,,,,53,44,2,12,9,0,54,31,5,,,,,,,,,,48,29,1,33,14,1,69,31,2,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,31,23,0,,,,10,17,0,,,,,,,,,,8,8,1,1,3,1,4,3,0,,,,50,42,3,95,76,2,91,83,3,36,39,2,50,34,1,17,18,2,47,37,3,,,,108,81,2,159,73,2,,,,40,37,3,42,24,1,,,,,,,73,72,0,80,66,0,88,72,0,67,72,0,,,,,,,89,66,0,83,61,0,86,60,0,83,66,0,24,11,1,4,60,40,15,20,1,1,1,1,0,0,1,0,Team1
677,,,,32,33,1,,,,,,,54,35,1,3,3,0,,,,24,18,0,10,9,1,10,9,0,20,9,2,13,9,1,,,,,,,,,,,,,,,,1,1,0,,,,27,32,1,17,10,1,3,5,1,22,23,1,2,3,0,,,,15,9,1,17,9,0,1,3,1,3,4,0,5,4,1,,,,3,7,0,2,2,0,,,,22,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,11,0,18,12,0,,,,23,17,0,,,,,,,8,6,1,34,14,0,,,,4,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,26,0,,,,12,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,10,0,,,,,,,,,,,,,,,,18,15,0,,,,1,1,0,84,77,2,128,76,3,31,14,2,71,58,3,13,14,3,,,,,,,140,100,2,81,73,3,,,,67,52,3,,,,,,,19,20,3,,,,,,,101,65,0,105,66,0,,,,,,,,,,57,54,0,50,30,0,92,72,0,144,69,0,82,72,0,10,2,0,1,42.86,57.14,4,8,1,0,0,0,1,0,0,1,Team1
678,,,,,,,,,,7,4,0,14,7,0,7,8,0,,,,,,,,,,14,6,0,3,5,0,10,4,0,,,,,,,,,,143,108,1,19,16,0,,,,,,,,,,,,,,,,1,5,1,,,,,,,,,,,,,10,7,1,6,6,0,18,7,0,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,16,8,0,3,1,0,2,3,0,,,,,,,,,,,,,,,,,,,,,,2,3,0,,,,22,17,1,,,,20,20,2,32,18,1,17,11,1,,,,18,17,1,12,5,1,28,21,1,4,8,0,7,4,0,,,,8,3,0,7,7,0,2,4,0,,,,,,,,,,3,5,1,5,4,0,26,16,1,8,11,0,9,12,2,,,,16,15,0,1,2,0,37,18,0,,,,,,,,,,,,,,,,,,,125,90,3,100,84,3,35,27,2,25,23,3,108,75,2,,,,68,42,2,,,,91,71,2,96,64,3,54,44,3,53,41,3,104,54,1,24,28,3,65,36,0,64,48,0,,,,96,72,0,83,54,0,84,72,0,,,,,,,46,25,0,96,60,0,73,60,0,,,,6,1,24,11,75,25,13,25,1,0,1,1,0,1,1,0,Team1
679,,,,,,,7,5,1,2,6,0,19,5,0,22,10,0,,,,,,,1,1,0,11,7,1,,,,,,,,,,,,,32,22,0,23,26,2,14,20,1,19,28,3,,,,,,,18,17,1,14,9,0,8,6,0,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,17,1,0,1,1,1,2,0,,,,,,,1,3,0,16,5,0,5,4,0,,,,,,,,,,6,4,0,,,,3,7,1,4,5,0,,,,,,,5,2,0,20,17,2,25,23,3,17,21,0,,,,,,,8,8,0,,,,42,31,0,4,4,0,,,,,,,5,7,1,32,28,2,65,50,2,4,3,0,,,,,,,,,,6,3,0,,,,,,,,,,,,,2,3,0,1,4,0,94,61,1,12,5,0,,,,,,,,,,,,,,,,,,,121,66,3,97,72,2,107,85,3,166,93,3,,,,13,13,2,94,50,1,95,75,3,52,53,3,151,112,2,42,39,3,69,67,3,41,22,2,,,,,,,,,,116,60,0,84,42,0,61,60,0,105,66,0,,,,,,,85,72,0,83,66,0,88,72,0,70,72,0,12,19,4,2,36.36,63.64,16,19,1,0,1,0,1,1,1,1,Team2
680,,,,31,13,0,,,,,,,46,25,0,,,,,,,1,1,0,,,,11,11,0,32,18,0,,,,,,,3,4,0,,,,4,5,1,27,20,0,,,,,,,,,,,,,3,4,0,32,12,1,,,,,,,,,,,,,,,,2,3,0,,,,,,,,,,,,,2,4,0,8,8,0,,,,,,,,,,,,,17,5,0,13,8,1,,,,4,7,2,18,11,0,,,,,,,10,3,0,,,,5,5,0,25,11,0,,,,,,,4,4,0,,,,53,26,1,16,20,1,,,,27,30,1,2,2,0,52,44,3,17,8,1,35,21,2,,,,56,41,0,0,1,0,5,7,1,,,,,,,,,,,,,,,,,,,51,25,0,27,19,2,,,,48,29,0,2,4,2,6,9,0,,,,,,,,,,,,,,,,,,,125,79,3,94,66,2,57,49,3,125,70,0,15,19,3,28,25,1,17,18,2,200,123,3,27,22,3,79,70,2,53,46,3,,,,,,,31,15,2,83,40,0,89,72,0,,,,68,66,0,103,60,0,54,33,0,,,,61,48,0,106,65,0,,,,108,72,0,,,,0,1,11,2,71.43,28.57,5,8,0,1,0,1,0,0,0,1,Team2
681,22,15,1,12,8,0,14,6,1,22,10,0,5,2,0,10,9,0,,,,,,,,,,,,,,,,,,,62,50,2,75,57,5,6,6,0,37,21,2,78,43,0,13,5,0,34,16,1,0,2,1,1,3,0,20,8,1,9,10,1,,,,34,28,1,54,46,1,3,4,0,3,4,1,76,74,0,7,5,0,11,13,1,2,2,0,10,8,1,,,,20,12,0,1,3,1,,,,,,,2,2,0,6,3,0,,,,,,,,,,,,,,,,30,17,2,6,3,0,,,,,,,,,,,,,116,64,1,7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,9,4,0,,,,,,,,,,,,,27,17,1,2,4,1,,,,,,,,,,,,,3,3,0,2,3,0,,,,,,,,,,,,,,,,,,,,,,50,34,2,,,,74,56,3,11,15,3,86,47,0,67,56,3,69,43,1,203,144,1,59,52,3,25,25,3,57,40,3,24,14,2,26,22,3,,,,,,,,,,,,,123,66,0,94,54,0,,,,55,48,0,87,72,0,98,72,0,123,66,0,128,66,0,87,72,0,,,3,2,69.23,30.77,0,5,1,1,0,0,0,0,1,0,Team1
682,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,,,,0,7,1,,,,,,,9,14,0,44,27,0,13,10,0,15,11,0,,,,,,,,,,29,9,0,31,17,1,25,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,0,4,5,1,,,,,,,15,11,0,,,,,,,,,,,,,,,,,,,,,,6,6,1,149,93,1,,,,,,,14,15,0,,,,26,11,0,9,15,1,,,,,,,14,6,1,,,,9,6,1,14,14,2,,,,,,,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,72,3,17,32,3,97,79,2,215,111,2,,,,,,,,,,77,60,3,,,,79,67,3,74,42,3,42,46,2,,,,64,47,2,,,,,,,60,54,0,,,,,,,99,65,0,,,,,,,86,66,0,83,66,0,72,60,0,79,66,0,12,20,3,0,9.09,81.82,16,20,0,1,0,0,0,1,0,0,Team2
683,48,32,0,33,25,0,,,,103,88,1,,,,1,2,0,,,,,,,,,,,,,,,,,,,6,8,1,24,18,0,,,,0,3,1,9,7,0,22,15,0,17,11,2,11,15,1,,,,64,64,4,0,2,1,17,11,0,7,9,2,10,8,1,,,,1,3,1,0,6,1,12,6,0,33,16,0,18,18,1,,,,17,12,0,6,4,0,,,,,,,,,,,,,,,,,,,,,,58,39,1,,,,10,5,0,44,36,1,2,2,0,2,10,0,50,35,3,,,,19,10,0,37,34,2,8,5,1,19,18,2,36,33,2,,,,27,15,1,68,50,3,9,10,0,65,32,1,2,3,0,,,,11,15,0,81,41,0,40,22,1,16,11,0,,,,,,,,,,1,4,0,,,,5,8,1,,,,,,,,,,13,8,1,3,3,0,,,,8,3,0,,,,7,4,0,30,23,0,10,8,0,5,7,0,138,99,2,64,46,3,171,122,1,42,39,3,11,21,2,69,67,3,,,,86,70,3,65,51,3,108,82,3,107,71,0,39,34,3,15,19,1,17,18,2,97,72,0,,,,90,72,0,113,72,0,112,72,0,79,72,0,71,45,0,85,72,0,,,,71,54,0,54,49,0,79,60,0,1,1,4,1,28.57,71.43,12,15,1,1,1,1,1,0,1,0,Team2
684,,,,7,7,0,15,13,0,14,5,0,22,11,1,18,10,0,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,37,22,3,49,31,4,,,,7,5,0,5,5,0,15,7,0,22,16,0,11,11,1,,,,4,2,1,,,,,,,8,5,1,2,6,1,,,,1,2,1,,,,,,,17,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,,,,,,,,,,,,,1,2,1,38,28,0,,,,,,,65,44,2,,,,31,26,0,38,30,0,,,,,,,21,13,4,5,6,0,28,24,1,1,2,0,,,,,,,19,10,0,10,6,0,15,11,0,,,,7,3,0,,,,1,1,0,,,,6,5,1,,,,,,,,,,,,,,,,,,,152,113,3,71,54,3,71,57,2,87,41,3,77,46,2,53,25,1,45,24,2,90,70,3,228,157,2,18,20,3,71,63,3,37,27,3,43,32,2,,,,51,43,0,63,42,0,,,,85,66,0,81,60,0,79,66,0,,,,117,70,0,62,54,0,82,42,0,96,72,0,89,54,0,26,12,0,3,62.5,37.5,23,16,0,1,1,1,0,0,1,1,Team2
